date_id,date_id,Biomass,Grid emission factor,Hard Coal,Hydro,Lignite,Natural Gas,Nuclear,Other,Pumped storage generation,Solar,Conventional,Total electricity demand,Total grid emissions,Wind offshore,Wind onshore,Total Renewables,Total Conventional,Renewable share,Conventional share
2023-01-01T00:00:00,2023-01-01T00:00:00,4.6,197.132,2.199,2.004,3.991,3.633,2.467,2.522,0.022,0,14.834,39.138,10190.806,3.026,27.232,36.861999999999995,14.834000000000001,71.30532342927886,28.694676570721146
2023-01-01T01:00:00,2023-01-01T01:00:00,4.578,191.762,2.182,1.928,3.998,3.308,2.466,2.514,0.089,0,14.558,37.024,10049.742,3.547,27.796,37.849000000000004,14.557,72.22264626187841,27.777353738121587
2023-01-01T02:00:00,2023-01-01T02:00:00,4.566,190.608,2.163,1.921,3.992,3.316,2.467,2.508,0.085,0,14.532,36.221,10021.786,3.801,27.759,38.047,14.531000000000002,72.36296549887786,27.637034501122145
2023-01-01T03:00:00,2023-01-01T03:00:00,4.572,200.233,2.166,1.922,3.997,3.301,2.468,2.509,0.084,0,14.525,36.057,10024.14,3.426,25.617,35.537,14.525,70.98597738803883,29.01402261196117
2023-01-01T04:00:00,2023-01-01T04:00:00,4.587,201.784,2.17,1.955,3.972,3.271,2.469,2.51,0.083,0,14.475,34.976,9992.205,3.425,25.077,35.044,14.475,70.76879581574748,29.23120418425251
2023-01-01T05:00:00,2023-01-01T05:00:00,4.605,199.838,2.166,1.928,3.934,3.249,2.473,2.503,0.1,0,14.424,36.042,9927.169,3.304,25.415,35.251999999999995,14.424999999999999,70.96241721521027,29.037582784789745
2023-01-01T06:00:00,2023-01-01T06:00:00,4.644,200.992,2.162,1.922,3.931,3.328,2.472,2.507,0.088,0,14.488,35.805,9956.903,3.233,25.251,35.05,14.487999999999998,70.75376478662845,29.246235213371552
2023-01-01T07:00:00,2023-01-01T07:00:00,4.707,198.166,2.16,2.019,3.961,3.31,2.472,2.51,0.086,0,14.5,35.574,9986.183,3.442,25.725,35.893,14.499,71.22757580568344,28.77242419431656
2023-01-01T08:00:00,2023-01-01T08:00:00,4.757,199.618,2.166,1.924,3.918,3.299,2.47,2.518,0.083,0.59,14.455,36.99,9954.389,3.084,25.058,35.413,14.453999999999999,71.01489963302384,28.98510036697616
2023-01-01T09:00:00,2023-01-01T09:00:00,4.777,190.146,2.157,1.935,3.916,3.261,2.474,2.513,0.02,3.863,14.34,38.403,9921.987,3.43,23.836,37.840999999999994,14.341,72.51734314514583,27.482656854854167
2023-01-01T10:00:00,2023-01-01T10:00:00,4.786,180.524,2.124,2.14,3.938,3.23,2.472,2.516,0.073,7.318,14.353,40.225,9906.701,3.36,22.92,40.524,14.353,73.84514459609673,26.15485540390327
2023-01-01T11:00:00,2023-01-01T11:00:00,4.788,176.331,2.132,2.064,3.955,3.231,2.469,2.514,0.092,9.613,14.394,42.816,9931.113,3.561,21.902,41.928,14.392999999999999,74.4447009108503,25.555299089149695
2023-01-01T12:00:00,2023-01-01T12:00:00,4.741,179.453,2.149,1.998,3.965,3.194,2.466,2.514,0.263,10.081,14.551,43.022,9942.572,3.589,20.445,40.854,14.551,73.73702734410251,26.26297265589748
2023-01-01T13:00:00,2023-01-01T13:00:00,4.733,190.52,2.176,1.967,4.156,3.205,2.464,2.522,0.129,8.816,14.652,42.351,10188.708,4.02,19.291,38.827,14.652,72.6023298864975,27.3976701135025
2023-01-01T14:00:00,2023-01-01T14:00:00,4.711,193.215,2.178,1.979,4.209,3.23,2.461,2.522,0.209,5.691,14.809,42.715,10255.751,6.491,19.399,38.271,14.809,72.10060286360212,27.89939713639789
