date_id,date_id,Biomass,Grid emission factor,Hard Coal,Hydro,Lignite,Natural Gas,Nuclear,Other,Pumped storage generation,Solar,Conventional,Total electricity demand,Total grid emissions,Wind offshore,Wind onshore,Total Renewables,Total Conventional,Renewable share,Conventional share
2022-01-01T00:00:00,2022-01-01T00:00:00,4.993,192.951,1.903,2.368,3.856,4.345,3.295,2.906,0.264,0,16.57,45.982,10545.001,5.983,24.738,38.082,16.569,69.6821650107043,30.31783498929571
2022-01-01T01:00:00,2022-01-01T01:00:00,4.985,196.614,1.913,2.451,3.84,4.174,3.338,2.905,0.292,0,16.462,44.869,10469.09,5.783,23.567,36.786,16.462000000000003,69.08428485576923,30.91571514423077
2022-01-01T02:00:00,2022-01-01T02:00:00,4.989,200.872,1.897,2.371,3.784,4.169,3.334,2.899,0.262,0,16.345,43.828,10383.999,5.555,22.434,35.349000000000004,16.345,68.38124347119589,31.618756528804116
2022-01-01T03:00:00,2022-01-01T03:00:00,4.997,206.661,1.889,2.346,3.794,4.203,3.332,2.896,0.107,0,16.222,44.086,10396.13,5.39,21.351,34.084,16.221,67.75469635225126,32.24530364774873
2022-01-01T04:00:00,2022-01-01T04:00:00,4.999,212.194,1.879,2.418,3.83,4.211,3.332,2.891,0.064,0,16.207,44.081,10421.006,5.594,19.892,32.903,16.207,66.99857462838526,33.001425371614744
2022-01-01T05:00:00,2022-01-01T05:00:00,5.006,226.068,1.879,2.388,4.078,4.192,3.337,2.896,0.046,0,16.429,42.858,10688.705,4.537,18.921,30.852,16.428,65.25380710659898,34.746192893401016
2022-01-01T06:00:00,2022-01-01T06:00:00,5.049,230.167,1.896,2.324,4.197,4.191,3.333,2.9,0.043,0,16.56,42.907,10832.888,4.521,18.612,30.506,16.56,64.81536565673734,35.18463434326265
2022-01-01T07:00:00,2022-01-01T07:00:00,5.112,237.803,2.204,2.327,4.189,4.204,3.319,2.899,0.081,0.001,16.897,43.438,11086.58,4.856,17.428,29.724,16.896,63.75804375804375,36.24195624195624
2022-01-01T08:00:00,2022-01-01T08:00:00,5.219,249.494,2.285,2.355,4.311,4.414,3.333,2.889,0.083,0.274,17.315,43.305,11348.873,4.177,16.147,28.171999999999997,17.314999999999998,61.93417899619672,38.065821003803286
2022-01-01T09:00:00,2022-01-01T09:00:00,5.253,248.525,2.297,2.35,4.557,4.293,3.321,2.879,0.079,2.103,17.426,45.038,11563.816,4.219,15.178,29.103,17.426000000000002,62.54808828902405,37.45191171097595
